place,type_of_meteorite,mass_g,year,cartodb_id,year_date,longitude,latitude
Fisher,L6,17600,1894,873,1894-01-01 00:00:00,"-96,85","47,81667"
Hambleton,"Pallasite, PMG",17600,2005,874,01.01.2005 00:00,"-1,19889","54,24028"
Roundup,"Iron, IIIAB",17590,1990,875,01.01.1990 00:00,"-108,56667","46,78333"
A-87342,H4,"417,49",1987,5708,01.01.1987 00:00,26,-72
Perryville,"Iron, IIC",17500,1906,876,01.01.1906 00:00,"-89,85","37,73333"
Shaw,L6/7,17500,1937,877,01.01.1937 00:00,"-103,33333","39,53333"
Sargiin Gobi,"Iron, IAB complex",17500,1964,878,01.01.1964 00:00,"105,75883","45,9835"
Alvord,"Iron, IVA",17500,1976,879,01.01.1976 00:00,"-96,28889","43,32222"
Quija,H,17450,1990,880,01.01.1990 00:00,"126,13333","44,61667"
Reliegos,L5,17300,1947,881,01.01.1947 00:00,"-5,33333","42,475"
Springlake,L6,17300,1980,882,01.01.1980 00:00,"-102,22361","34,34444"
El Paso de Aguila,H5,17226,1977,883,01.01.1977 00:00,"-97,37","25,37"
N'Kandhla,"Iron, IID",17200,1912,884,01.01.1912 00:00,"30,7","-28,56667"
Romero,H4,17200,1938,885,01.01.1938 00:00,"-102,95","35,76667"
Sone,H5,17100,1866,886,1866-01-01 00:00:00,"135,33333","35,16667"
Mount Vaisi,Stone-uncl,17000,1637,887,1637-01-01 00:00:00,"6,86667","44,08333"
Tepl��,"Iron, IIIAB",17000,1909,888,01.01.1909 00:00,"12,86667","49,98333"
St. Michel,L6,17000,1910,889,01.01.1910 00:00,"27,2","61,65"
Cumberland Falls,Aubrite,17000,1919,890,01.01.1919 00:00,"-84,35","36,83333"
Naoki,H6,17000,1928,891,01.01.1928 00:00,77,"19,25"
Brewster,L6,17000,1940,892,01.01.1940 00:00,"-101,33333","39,25"
Benthullen,L6,17000,1951,893,01.01.1951 00:00,"8,1","53,05"
Klamath Falls,"Iron, IIIF",17000,1952,894,01.01.1952 00:00,"-121,85","42,16667"
Lost City,H5,17000,1970,895,01.01.1970 00:00,"-95,15","36,00833"
Carichic,H5,17000,1983,896,01.01.1983 00:00,"-107,05","27,93333"
Oum Dreyga,H3-5,17000,2003,897,01.01.2003 00:00,"-13,1","24,3"
Conception Junction,"Pallasite, PMG-an",17000,2006,898,01.01.2006 00:00,"-94,683333","40,266667"
Lamesa,"Iron, IAB-sLM",16900,1981,899,01.01.1981 00:00,"-101,88333","32,88333"
Snyder,H3,16900,1983,900,01.01.1983 00:00,"-100,91667","32,71667"
JaH 355,L~6,16879,2003,901,01.01.2003 00:00,"55,54843","19,35885"
Kasauli,H4,16820,2003,902,01.01.2003 00:00,"77,58333","29,58333"
Coopertown,"Iron, IIIE",16800,1860,903,1860-01-01 00:00:00,-87,"36,43333"
Miller (Arkansas),H5,16700,1930,904,01.01.1930 00:00,"-92,05","35,4"
Emery,Mesosiderite-A3,16700,1962,905,01.01.1962 00:00,"-97,58333","43,56333"
Ban Rong Du,"Iron, ungrouped",16700,1993,906,01.01.1993 00:00,"101,18333","16,66667"
Mount Magnet,"Iron, IAB-sHH",16600,1916,907,01.01.1916 00:00,"118,5","-28,16667"
Tell,H6,16600,1930,908,01.01.1930 00:00,"-100,4","34,38333"
Oldenburg (1930),L6,16570,1930,909,01.01.1930 00:00,"8,16667","52,95"
D'Orbigny,Angrite,16550,1979,910,01.01.1979 00:00,"-61,65","-37,66667"
PAT 91500,L5,16541,1991,911,01.01.1991 00:00,"-64,46576","-85,07424"
Chesterville,"Iron, IIAB",16500,1849,912,1849-01-01 00:00:00,"-81,2","34,7"
Hainholz,Mesosiderite-A4,16500,1856,913,1856-01-01 00:00:00,"8,91667","52,28333"
Kr�_henberg,LL5,16500,1869,914,1869-01-01 00:00:00,"7,46472","49,32694"
Tjerebon,L5,16500,1922,915,01.01.1922 00:00,"106,58333","-6,66667"
Demina,L6,16400,1911,916,01.01.1911 00:00,"84,76667","51,46667"
Benedict,"Iron, IIIAB",16380,1970,917,01.01.1970 00:00,"-97,53333",41
Cambria,"Iron, ungrouped",16300,1818,918,1818-01-01 00:00:00,"-78,8","43,2"
Forsyth,L6,16300,1829,919,1829-01-01 00:00:00,"-83,96667","33,01667"
Morristown,Mesosiderite-A3,16300,1887,920,1887-01-01 00:00:00,"-83,38333","36,2"
Happy Canyon,EL6/7,16300,1971,921,01.01.1971 00:00,"-101,56667","34,80167"
Cole Creek,H5,16300,1991,922,01.01.1991 00:00,"-99,11667","41,35"
Ohaba,H5,16250,1857,923,1857-01-01 00:00:00,"23,58333","46,06667"
Chulafinnee,"Iron, IIIAB",16220,1873,925,1873-01-01 00:00:00,"-85,66667","33,5"
SaU 250,H4-6,16200,2003,926,01.01.2003 00:00,"57,3165","20,58298"
DaG 477,L6,16128,1998,927,01.01.1998 00:00,"16,003","27,74767"
JaH 267,Mesosiderite,16006,2005,928,01.01.2005 00:00,"56,41108","19,9997"
Skookum,"Iron, IVB",16000,1905,929,01.01.1905 00:00,"-139,33333","63,91667"
Bluff (b),L4,16000,1917,930,01.01.1917 00:00,"-96,92667","29,86306"
Coldwater (stone),H5,16000,1924,931,01.01.1924 00:00,"-99,33333","37,26667"
Achilles,H5,16000,1924,932,01.01.1924 00:00,"-100,81333","39,77667"
Beardsley,H5,16000,1929,933,01.01.1929 00:00,"-101,2","39,8"
Dimboola,H5,16000,1944,934,01.01.1944 00:00,"142,03333","-36,5"
Hassayampa,H4,16000,1963,935,01.01.1963 00:00,"-112,66667","33,75"
ALH 84006,H4/5,16000,1984,936,01.01.1984 00:00,"158,77438","-76,76228"
Isheyevo,CH/CBb,16000,2003,937,01.01.2003 00:00,"56,33333","53,61667"
JaH 628,H5,16000,2009,938,01.01.2009 00:00,"55,76756","19,83956"
Fort Pierre,"Iron, IIIAB",15900,1856,939,1856-01-01 00:00:00,"-100,38333","44,35"
Kodaikanal,"Iron, IIE",15900,1898,940,1898-01-01 00:00:00,"77,4","10,26667"
Bodaibo,"Iron, IVA",15900,1907,941,01.01.1907 00:00,"114,2","57,85"
Tryon,L6,15900,1934,942,01.01.1934 00:00,"-100,96667","41,55"
SaU 499,H5,15900,2009,943,01.01.2009 00:00,"57,26967","20,76467"
HaH 148,L5,15770,1995,944,01.01.1995 00:00,"12,86433","28,71967"
Ashuwairif 004,L6,15750,2008,945,01.01.2008 00:00,"14,27611","29,36583"
Ellicott,"Iron, IAB-ung",15700,1960,946,01.01.1960 00:00,"-104,56944","38,80778"
Rancho Gomelia,"Iron, IIIAB",15650,1975,947,01.01.1975 00:00,"-105,25","24,51667"
Millarville,"Iron, IVA",15636,1977,948,01.01.1977 00:00,"-114,30944","50,79722"
Claytonville,L5,15600,1964,949,01.01.1964 00:00,"-101,49","34,34667"
Blanca Estela,"Iron, IAB complex",15600,2002,950,01.01.2002 00:00,"-69,5",-25
Maria Elena (1935),"Iron, IVA",15500,1935,951,01.01.1935 00:00,"-69,66667","-22,33333"
Haxtun,H/L4,15500,1975,952,01.01.1975 00:00,"-102,57834","40,45667"
Baszk�_wka,L5,15500,1994,953,01.01.1994 00:00,"20,93583","52,03333"
Mayodan,"Iron, IIAB",15400,1920,954,01.01.1920 00:00,"-79,86667","36,38333"
Campbellsville,"Iron, IIIAB",15400,1929,955,01.01.1929 00:00,"-85,36667","37,36667"
Albin (stone),L,15400,1949,956,01.01.1949 00:00,"-104,1","41,41667"
ALHA77226,H4,15323,1977,958,01.01.1977 00:00,"159,66667","-76,71667"
Channing,H5,15300,1936,959,01.01.1936 00:00,"-102,28333","35,71667"
Ṣo Jọo Nepomuceno,"Iron, IVA-an",15300,1960,960,01.01.1960 00:00,"-43,01667","-21,55"
Tinnie,"Iron, IVB",15300,1978,961,01.01.1978 00:00,"-105,25","33,38333"
Dho 360,LL3-6,15300,2000,962,01.01.2000 00:00,"54,78383","19,04002"
Eli Elwah,L6,15200,1888,963,1888-01-01 00:00:00,"144,71667","-34,5"
DRPA78001,"Iron, IIAB",15200,1978,964,01.01.1978 00:00,"156,38333","-80,06667"
Nordheim,"Iron, ungrouped",15150,1932,965,01.01.1932 00:00,"-97,61667","28,86667"
Castrovillari,Stone-uncl,15000,1583,966,1583-01-01 00:00:00,"16,2","39,8"
Indio Rico,H6,15000,1887,967,1887-01-01 00:00:00,"-60,88333","-38,33333"
Bansur,L6,15000,1892,968,1892-01-01 00:00:00,"76,33333","27,7"
Vigarano,CV3,15000,1910,969,01.01.1910 00:00,"11,4","44,85"
Appley Bridge,LL6,15000,1914,970,01.01.1914 00:00,"-2,71667","53,58333"
Deport,"Iron, IAB-sLL",15000,1926,971,01.01.1926 00:00,"-95,3","33,51667"
Ransom,H4,15000,1938,972,01.01.1938 00:00,"-99,93333","38,61667"
Tnz 028,H3,15000,1991,973,01.01.1991 00:00,"0,14028","25,25306"
DaG 956,L6,15000,1997,974,01.01.1997 00:00,"15,9925","27,13267"
Dho 224,H4,14974,2001,975,01.01.2001 00:00,"54,57333","19,15833"
Dho 1027,H5/6,14944,2003,976,01.01.2003 00:00,"54,24553","18,66003"
DaG 595,H5,14931,1998,977,01.01.1998 00:00,"15,90133","27,63917"
Patricia,H5,14900,1983,978,01.01.1983 00:00,"-102,03333","32,5"
Indian�_polis,"Iron, IIAB",14850,1989,979,01.01.1989 00:00,"-47,83333","-19,16667"
Mejillones,"Iron, IIAB",14830,1875,980,1875-01-01 00:00:00,"-70,5","-23,1"
Angelica,"Iron, IIIAB",14800,1916,981,01.01.1916 00:00,"-88,25","44,25"
Acfer 379,H4,14764,2004,982,01.01.2004 00:00,"3,70467","27,4114"
Ashuwairif 001,H4,14566,2008,983,01.01.2008 00:00,"14,25528","29,35944"
La Porte,"Iron, IIIAB",14540,1900,984,31.12.1899 00:00,"-86,71667","41,6"
Tourinnes-la-Grosse,L6,14500,1863,985,1863-01-01 00:00:00,"4,76667","50,78333"
Huntsman,H4,14500,1910,986,01.01.1910 00:00,-103,"41,18333"
Edmonson (b),H4,14402,1981,988,01.01.1981 00:00,"-101,83333","34,28333"
Ogi,H6,14360,1741,989,1741-01-01 00:00:00,"130,2","33,28333"
Opava,Iron,14300,1925,990,01.01.1925 00:00,"17,9","49,96667"
Gifu,L6,14290,1909,991,01.01.1909 00:00,"136,88333","35,53333"
ALHA78084,H3.9,14280,1978,992,01.01.1978 00:00,"159,66667","-76,71667"
Ningbo,"Iron, IVA",14250,1975,993,01.01.1975 00:00,"121,48333","29,86667"
Laochenzhen,H5,14250,1987,994,01.01.1987 00:00,"115,16667","33,13333"
Thika,L6,14200,2011,995,01.01.2011 00:00,"37,15028","-1,00278"
Singhur,Pallasite?,14180,1847,996,1847-01-01 00:00:00,"73,91667","18,31667"
Indian Valley,"Iron, IIAB",14100,1887,997,1887-01-01 00:00:00,"-80,5","36,93333"
Moorabie,L3.8-an,14040,1965,998,01.01.1965 00:00,"141,06667","-30,01667"
Luponnas,H3-5,14000,1753,999,1753-01-01 00:00:00,5,"46,21667"
Sarepta,"Iron, IAB-MG",14000,1854,1000,1854-01-01 00:00:00,"44,81667","48,48333"
Orgueil,CI1,14000,1864,1001,1864-01-01 00:00:00,"1,38333","43,88333"
Villedieu,H4,14000,1890,1002,1890-01-01 00:00:00,"4,35","47,91667"
Plymouth,"Iron, IIIAB",14000,1893,1003,1893-01-01 00:00:00,"-86,31667","41,33333"
Beaver Creek,H5,14000,1893,1004,1893-01-01 00:00:00,"-117,33333","51,16667"
Hvittis,EL6,14000,1901,1005,01.01.1901 00:00,"22,68333","61,18333"
Saint-Sauveur,EH5,14000,1914,1006,01.01.1914 00:00,"1,38333","43,73333"
Verissimo,"Iron, IIIAB",14000,1965,1007,01.01.1965 00:00,"-48,31667","-19,73333"
Cruz del Eje,"Iron, IAB complex",14000,1971,1008,01.01.1971 00:00,"-64,78333","-30,75"
El Bahrain,L6,14000,1983,1009,01.01.1983 00:00,"26,4","28,6"
Dho 1493,L6,14000,2008,1010,01.01.2008 00:00,"54,45017","18,67378"
Qulumat Nadqan 001,L3.7,13901,2008,1011,01.01.2008 00:00,"49,53252","23,14302"
Neenach,L6,13800,1948,1012,01.01.1948 00:00,"-118,5","34,8"
St. Mark's,EH5,13780,1903,1013,01.01.1903 00:00,"27,41667","-32,01667"
Lanton,"Iron, IIIAB",13780,1932,1014,01.01.1932 00:00,"-91,8","36,53333"
MBRA76002,H6,13773,1976,1015,01.01.1976 00:00,"160,37361","-77,58389"
Gaines County Park,H5,13700,1977,1016,01.01.1977 00:00,"-102,73333","32,83333"
SS 083,LL6,13700,2010,1017,01.01.2010 00:00,"-115,85828","35,98728"
Page City,"Iron, IVA",13630,1980,1018,01.01.1980 00:00,"-101,28333","39,16667"
Dho 721,H4,13605,2001,1019,01.01.2001 00:00,"54,15333","18,79167"
Khairpur,EL6,13600,1873,1020,1873-01-01 00:00:00,"72,3","29,53333"
Pipe Creek,H6,13600,1887,1021,1887-01-01 00:00:00,"-98,91667","29,68333"
Waldron Ridge,"Iron, IAB complex",13600,1887,1022,1887-01-01 00:00:00,"-83,83333","36,63333"
Bridgewater,"Iron, IID",13600,1890,1023,1890-01-01 00:00:00,"-81,86667","35,71667"
